id;text;polarity
sC308;excellent - thanks everyone!;positive
tC86;I have an .ico file with 5 icon sizes embedded in it being used as the main application icon and the System Tray icon. When it shows up in the task bar the icon is using the 16x16 format which is desired. When the icon shows up in the Notification Area/System tray, it is using the 32x32 format and Windows is rendering it down to a 16x16 icon, which looks horrible. How do I force windows to use the 16x16 icon size in the notification area? Here's my code to put the icon in the system tray:;negative
sD43;if you have a choice, try it with awk;neutral
sB31;I'm currently tuning a large app that uses L2S using the following process (to great success!) Start SQL Server Profiler and create a trace using the 'Tuning' template that gets saved to a file. Then interact with your app to exercise the slow spots. Stop the trace then start up the Database Engine Tuning Advisor. You can load up the trace file you just created and have it suggest all sort of optimizations. I've just created 5 non-clustered indexes based on its suggestions and my app is easily 90% faster that it was before.;positive
tD142;Its absurdly late/early so maybe I'm just tired, but can anyone tell me why in the world the following test is not failing? Really need a second pair of eyes to confirm I'm not crazy...now I'm worried that all my tests are unreliable.;negative
sB579;I really hate using GUI-designer for writing a swing application :(;negative
sB432;er, can you explain how and why works?;neutral
sC188;Check this thread on Joel of Software forum: Lots of excellent free icons packs!;positive
tA256;I'm building a marketplace application that uses PayPal Express. I've got a form for sellers to input their PayPal API credentials, but I need a way to validate them by making some sort of call to PayPal. I'm using the PaypalExpressGateway in ActiveMerchant, and I don't see anything other than the standard purchase controls. Is there any sort of null-operation that can be used? Any help would be greatly appreciated!;positive
tD209;All the formatting templates in Eclipse will put the plus on the next row (which I find really annoying), so you can simply apply the code formatter and the plus will end up on the next row.;negative
pC64;I have created a new project using core data then copied all of the app delegate code for core-data that i need over into my current projects app delegate.. my appdelegate.m looks like this now. My questions are as follows Is the URLForResource in this part of the code ment to reflect the name of my xcdatamodeld that I have created? With the URLByAppendingPathComponent: do i have to create a sqlite database called Code.sqlite or is this made automatically for me by the core-data code? what is the purpose of this method exactly? any help or tips would be really awesome!;positive
sA106;hi, it needs to be server side, no javascript;neutral
sD538;If it comes with an incredibly annoying sound, then it's a MessageBox. It not, then it's maybe some kind of child window - see;neutral
sB38;os.statvfs() doesn't work on Windows (Python 2.5.2 -- current production version).;neutral
tB165;Excellent - I've unaccepted the original answer. I shall try this tomorrow. Thanks both of you.;positive
sB473;No worries, Greg!;positive
tB3;Schemas - Okay, 2000 has owners, but they can be a real pain to get permissions right on.;negative
tA72;what's their max baudrate for communicating with USB converters? I looked on their website, it says 230400 but I may have misread something. (230Kbaud's not enough for my application);neutral
sB92;Take a look at this , and rejoice! :);positive
sB214;Yes, schema changes are instantaneous;neutral
tB199;The answer can be found in the . You should skim the excellent documentation that comes with Perl;positive
sD309;Ah, so you found it: http://stackoverflow.com/questions/268062/;neutral
sC472;Or you can add the function to your .bashrc to make it always available.;neutral
sC5;Here's the most semantic approach (and it works all the way back to IE6, no worries):;neutral
sC383;"So I have also ran into this problem. I have found a solution(it's terrible, be warned!) Open Unity and load your solution in MonoDevelop 4.0.1 (older version you can set the target framework more easily) Navigate to your project directory and open ""Assembly-CSharp-vs"" in notepad. Change the line ""TargetFrameworkVersion"" v3.5 to ""TargetFrameworkVersion"" v4.0 You will have to do these steps every time you load Unity(blah) but it does work.";negative
sC551;How absolutely terrible you can't set controls not to show up on the print;negative
tB480;Choose Project -> Properties Select Configuration -> General In the box for how you should link MFC, choose to statically link it. Choose Linker -> Input. Under Additional Dependencies, add any libraries you need your app to statically link in. For more info, see this article:;neutral
tC434;I ended up writing a python parser myself. I managed to do it by following the spec here: And then taking the code tables from the horde.org cvs. The open mobile alliance's site and documentation are terrible, this was a very trying project :(;negative
sA75;I had a memory crash on UIGraphicsGetImageFromCurrentImageContext() ... if you're creating and releasing a lot of them, you should wrap them in a fresh AutoReleasePool for each iteration. Even allowing the NSRunLoop to tick WAS NOT ENOUGH for Apple/iOS to do housekeeping on garbage lying around from this. e.g.;negative
tD179;If you're running on Windows, you could do something similar using PowerShell. This could be extended pretty easily to find all unversioned and ignored files and delete them. Hope that's helpful to someone!;positive
tC375;I can't comment (yet) so I have to add my comment this way. I thing Mr. David Murdoch's advice is the best for Opera ( ). OMG, what a lovely girl he's got btw. I've tried his approach in Opera and I succeeded basically doubling the input tags in this way: This way the 1st element is hidden but it CATCHES the display focus Opera would give to the 2nd input element instead. LOVE IT!;positive
sC274;@Daniel Lee: That is an excellent video! I had downloaded Automapper, but wasn't sure how to use it on anything more than the simplest object mappings. I love how some of the concepts shown help keep the code DRY.;positive
sA570;Isn't and the same thing here??;neutral
tC304;Actually, thinking about it, i think it had to do with SiteCore. I think VS choked when trying to render the sitecore stuff;neutral
sB576;@Guffa: a *very* excellent question. There's not typically a good reason to do so.;positive
tB379;"A container is a concept in IoC where the object model, including dependencies (relationships between ""user"" object and ""used"" object) and object instances, reside and is managed -- e.g., contained. The container is usually provided by a IoC framework, such as Spring. Think of it as a runtime repository for the objects that make up your application.";neutral
sC286;This only works if you have firefox installed.;neutral
tC406;You can use the new function that's available on the File class (I believe it's only available in AIR 2) eg:;neutral
tA122;"I'm trying to decode the result of the Python os.wait() function. This returns, according to the Python docs: a tuple containing its pid and exit status indication: a 16-bit number, whose low byte is the signal number that killed the process, and whose high byte is the exit status (if the signal number is zero); the high bit of the low byte is set if a core file was produced. How do I decode the exit status indication (which is an integer) to obtain the high and low byte? To be specific, how do I implement the decode function used in the following code snippet:";neutral
sC92;Terrific answer! This should be the accepted one.;positive
tA167;The (NLTK) is an excellent resource if you're considering Python as a language. It incorporates lots of the stuff you'd expect in a text processing/NLP environment like parsers, stemmers and part-of-speech tagging. Documentation on it is pretty good too. As for datasets, NLTK comes with a variety of for experimenting with. Hope it helps, B.;positive
sC463;I would continue running in the background and set an (called by the os when you app is REALLY killed) and there use;neutral
tD377;Is there a way to call out from a TSQL stored procedure or function to a webservice?;neutral
tC282;This algorithm is terribly inefficient for small sample chosen from a large set. Picking 5 integers from a million takes one million calls to rand() instead of 5.;negative
pD67;Oops! Yeah, that was just radio functionality heh. It turns out this isn't as straightforward as I thought. Give me a few minutes and I think I can fix it.;positive
tA478;G'day, One of the best recommendations I can make is to read the relevant section(s) of Steve McConnell's Code Complete (). He has an excellent discussion on naming techniques. HTH cheers, Rob;positive
sC473;I SOLVED IT! I used YouTube API and it works fine :) Thank you for your help!!;positive
tA457;by architect is pretty much the holy book for scalable web architectures. The by of , creators of LiveJournal, are also excellent case studies. Check out first.;positive
tC38;Ugh, indecent exposure of mod_rewrite should be a crime. Put a bathrobe on it, or something.;negative
pD36;Official guide says: Tomcat deployment is trivial and requires copying the WAR file into the TOMCAT_HOME/webapps folder and restarting the container. But this is really painful :-( Does there any way to deploy app without restarting Tomcat ?;negative
pA49;The function signature for pthread_create requires a function that returns . Also, returned from should be treated opaquely. Both of these changes are reflected below and compile on my machine: UPDATE: There are some other issues with your program as well. For example, it's very likely that main will exit before your thread runs. You should join on your thread if you want to make sure it exits first. Using raw pthreads is a great way to learn about threads but can be very very painful compared to some of the pre-existing frameworks out there - try boost::thread or std::thread if you want to just get up and running with as little hassle as possible.;neutral
sB54;Check out GSON for converting POJOs to JSON: We've been using for a couple of years now. Very excellent library. For POJOs to XML, Jersey uses JAXB or you could roll your own serializer.;positive
tD446;There is a plugin for Wordpress to help you with that. Hope that helps!;positive
sA97;Absolutely. Don't be afraid to just try stuff out!;positive
sC210;Did you measure the performance difference actually?;neutral
sD511;If you are currently using a to display the , than you can create a custom which does filtering automatically as you type keys. The following webpage provides an excellent example of this: Good luck!;positive
tB133;"I'm not sure what you mean by ""pure C"" but strchr() and string.h have been part of Standard C for 20 years.";negative
sC322;I am really terrible at RegEx, In the code below I only want the actual numbers between and How can I achieve this?;neutral
tA446;Is there a way to aid gmail in making threads? We are currently using same Subjects to do this, but that really uglyfies the subject a lot.;negative
tA78;Restoring splitter distances has given me a lot of grief too. I have found that restoring them from my user settings in the form (or user control) Load event gave much better results than using the constructor. Trying to do it in the constructor gave me all sorts of weird behaviour.;negative
sB515;This might help you understand/explore things a little bit more. An excellent article! Cheers!;positive
tD98;What does this have to do with programming?;neutral
tA479;How do I format a string to title case?;neutral
tA144;After doing some more digging and hacking it turns out to not be terribly hard to drop the Cakewalk interface into an application. It's not pretty without a lot of work, but it works right away.;neutral
sB81;If the user hasn't checked anything there will be no $_POST['features'] or $_POST['fright'] You need to do an isset, or more precisely a ! isset;neutral
sB188;Here's a really terrible hack if you don't want the indirection and don't mind doing the cleanup yourself:;negative
sB175;"Error handling in classic ASP is a complete pain. You can catch the error where you think it's going to occur using , then check for the error code in the following line of code. Alternately you can scan the server logs for 500 errors. or set up a ""500 error"" page in your IIS settings.";negative
tC148;Is it possible to embed an inline search box into a web page which provides similar functionality to the or similar plugins for Firefox/Safari?;neutral
sB141;OK, I can continue to do web dev on my mac by sharing the webdev folder on my ubuntu laptop. This is a really terrible solution though.;negative
tA343;In our eternal quest to integrate Javascript into our RSpec and Cucumber workflow we're evaluating and are provisionally very excited about it. Any advice on Culerity in general or specifically as compared to Selenium?;positive
sD195;Excellent! I got it working with your help.;positive
sB300;I can't believe one of those Regex haters hasn't posted a comment about how parsing HTML with Regex contributes to the rise of Cthulhu!;negative
tC78;Wrote it down for you, hope it works as you expected!;positive
sA41;Still printed but had that dreaded extra page! -_-;negative
sC76;For example in the code below:;neutral
tD72;I've used Clojure, it's great for an ex-Lisper! I may do it opposite from you and learn Haskell next.;positive
tC419;Thanks all for the great responses!! All of these worked;positive
sD443;Oh, I did not know that. As usual, IE comes out to be a pain in the a**!;negative
sB245;@Martinho: Indeed. But you have to learn an awful lot of C++ to understand WTF type traits do, and what the corresponding syntax means!;negative
sC401;Any suggestions on how to fix?;neutral
tD444;Dude I feel your pain, same issue here.;negative
sD415;I'm using some modifications to Glenn Berry's excellent DMV queries! However, I would like to add to the resultset the 'last server restart', or to be more specific, the date/time the statistics for (all, the specific) DMV was reset. Since it would be quite important to know last reset when looking at the statistics, I want to make absolutely sure the date/time is accurate and shown. Question: How can you get the most accurate date/time of when a/all DMV statistic was reset? Thanks! -D;positive
tB61;I know that IList is the interface and List is the concrete type but I still don't know when to use each one. What I'm doing now is if I don't need the Sort or FindAll methods I use the interface. Am I right? Is there a better way to decide when to use the interface or the concrete type?;negative
tA361;Is the local server on your dev pc being accessed by name or IP address. The issue could be related DNS resolution.;neutral
sB531;I've used this: ... it's really great!;positive
sD138;I may need to port a private application from android to windows phone 7.;neutral
sD204;So could you swap 2 user's passwords by moving the password hashes in that file?;neutral
sC450;This is really a design / aesthetics question.;neutral
sB137;I hate Dev-C++ but because of a library, I have to use it!!! What's the matter for Dev-C++ or are there errors in my code about using referance variable? Error: 9 C:***\main.c syntax error before '&' token;negative
sB264;I believe Mendelt is referring to the Do method.;neutral
sA393;The issue at hand, is that your parent thread finishes, but doesn't check if there are child threads left which are still running, which are silently killed in this manner! I would recommend the following approach: Instead of use change your thread code around: to Similar answered .;neutral
sA336;There are some really great answers here that I wholeheartedly agree with!;positive
tA433;"Suggest adding the following to Peek and Pop(): if ((_stack.Count - 1) < 0) throw new Exception(""Cannot Peek or Pop without first doing a Push."");. This would alert the programmer to this corner case, and allow them to keep it in mind when using this class. We could also add a TryPeek or TryPop, which is the approach Microsoft have taken with their ConcurrentDictionary implementations.";neutral
tB314;For a non-installation browser based tool you can try It's free - and if you have a gmail account - no registration is needed. Makes interactive/Step by Step Or Slide Show- prototypes. You can share your protoype with anyone you choose by just sending a link. Works for us ...;neutral
tB417;I love it when I find the answer to my question without having to ask - thanks for running into the same question I had and helping me work through my issues!;positive
sC311;So I need to get a quotient to 2 decimal places like 0.33, but do I need to use doubles all the way down or can I use integers for everything except the quotient and then just use double or decimal for the quotient? It is also breaking because of the quotient. If anyone could help me I would be extremely grateful :);positive
sB33;Thanks @BrunoLowagie! (I'm so thrilled to get your reply! If you write that as answer I would accept it!) I have found the relevant code samples: [iText in Action, Ch. 16, ResizeImage sample](http://itextpdf.com/examples/iia.php?id=286), and also [How to recompress image in a PDF on Chris J. Haas's website](http://cjhaas.com/blog/2012/01/06/how-to-recompress-images-in-a-pdf-using-itextsharp/) The first sample modifies a `PdfWriter` replacing virtually every `PdfDictionary` key in an `PdfImageObject`, even passing in a byte array - bypassing image validation. Second sample goes through an Image;positive
sD222;Try using a instead. I don't think HashMaps guarantee order. output;neutral
tC374;Is it possible to use some kind of attribute to throw an exception. This is what I mean. Instead of doing this: Do something like this: Any help would be greatly appreciated! Best Regards, Kiril;positive
sA373;What Ant version you are using?;neutral
sD503;I think it should be a warning. Generally speaking, the common rule is that 'you should treat warnings as errors'. If I unintentionally write unreachable code, I will see it in the warnings, and fix it anyway. However, sometimes, like Neil says, you intentionally create dead code, for debugging purposes or whatever reason. I'd really, really hate it if the compiler would not let me do that.;negative
pB62;I have a long scrolling page, and want to test if an element is 100px from the top, then apply a class elsewhere (until the next element in line is 100px from the top) If I could just get the basic statement I would be ecstatic, anything extra would be a bonus!;positive
tB299;My understanding is that APPLET is deprecated and OBJECT is the preferred tag to use for Java applets. Is this correct? A lot of Java applet examples, both on the web and in books, still seem to use the APPLET tag. Are there any browser compatibility issues that OBJECT suffers from (compared to APPLET)? Also, can you provide an example of proper OBJECT tag usage for Java applets?;neutral
tC415;Awesome solution Binod, works perfectly! This was a lifesaver, thanks so much.;positive
sD197;After installing a lot of apps, and building a few myself, I'm sure many people have been wondering about this. If I'm looking through my SD card it looks absolutely horrible, and its really hard to find folders that are mine for putting music/videos/pictures in between all the folders for different applications. Is there any conventions here that we, the developers, should try to put their apps into one base folder or has Google forgot about this completely?;negative
sA540;I am using some PHP script to add some data from a complex form to MySQL db and then showing it all in some HTML table. Everything works just fine, but I would like to 'upgrade' my script with jQuery and (I suppose) AJAX. What I would like to do is when user submits data, the row (or ) shows up in the HTML table without refreshing a page. Form and table are on same page, of course... Some guidelines would be really helpful because I'm not sure should I even use AJAX or something else for my needs. Links for some tutorials will be also great :) Thanks a lot for any help!;positive
tA269;Use case for me: So I can compare objects against a MSSQL Compact Entity without worrying about how they typed the fields. (I am comparing an object against a compact database where some fields are name isSomething and IsSomething.) In other words, for sake of laziness.;neutral
pC18;"What you can do here is hide the button that pushes the view that only instructors can see, if the user is logged in is of type student.In the view that has the button that pushes the view that only instructors can use do this:In the .h file create a property for the button that pushes the view like so: In the .m file:In the viewWillAppear method of the view do the following check: This way, when the view loads, the button that pushes the instructor view will only be accessible to the users of type ""Instructor"".Hope it helps!";positive
tA436;There are many libraries that make cross-platform development easier on their own, but making a complete wrapper for all platforms ends up being either small and highly customized, or massive and completely ridiculous. Carried to it's logical conclusion, a complete wrapper for all aspects of an operating system becomes an entire virtual runtime. You might as well make your own programming language.;neutral
tC94;It's not a place, but I've found by Charles Petzold excellent. It covers everything you ask about and is focused specifically on WPF/silverlight. Of course Petzold (as usual) is able to communicate the important concepts beautifully.;positive
sB46;In my personal opinion, I would make theUILabels as properties of the UIView, so option 2. You can then access them from the view easily through the controller. This also gives you the advantage of reusability from the view to any controller, and since dealloc will get rid of those from the UIView, you only worry about cleanup once!;neutral
tB360;What have you done so far? You have code to show us?;neutral
tB328;yeah, i had the same issue;neutral
tA115;great question, wondering it myself!;positive
pC9;Did it work? If it did you can also accept the answer by clicking the check mark beside it. It is a nice step to take =P;neutral
sD581;Loved this solution!;positive
tB217;VirtualBox also has API's for automating their VM's.;neutral
sD46;Is it possible to pass a an Objective-C pointer function to a C function?;neutral
sD437;What are the LC_* environment variables ?;neutral
sC523;Excellent answer, +1!;positive
tC267;Excellent. I had the 4.5.1234.4 build and didn't see an update yesterday. Thanks!;positive
tA111;Another thing I hate to see is the : I've seen this in real code.;negative
sB410;I have an xml document that is generated based on what the parametres are in the URL for example: This will generate an xml page. Now I want to display this in a formatted way on the menu, after having a look it seems that: file_get_contents() seems to be the best option. But I was just wondering how I can place elements and attributes found in this xml into the html code? Any tips/help would be hugely appreciated!;positive
sB440;Each tab in my xcode project can have navigation/debug/utility menus open. If I close those menus on one tab, then switch to the next, they may be open. This is really frustrating! If I want the menus closed, I want them closed on all tabs. How can I change this behavior?;negative
sB3;How to visualize XML from Java?;neutral
sC107;For SQL Server 2005, I ALWAYS had to install the full product first, then Express second. If I did it the other way around, the full SQL install would see Express installed already, and would not continue with the install. It was extremely annoying. Not sure if they fixed this with 2008.;negative
tC98;More popular duplicate http://stackoverflow.com/questions/1096148/how-to-check-the-jdk-version-used-to-compile-a-class-file has in answer some handy tools not mentioned here.;neutral
sD442;I found that the best way to do this was to use Access and save as a text file and then you can set your own field width and export. excellent!;positive
tA487;Sometimes youre developing and you decide to commit, forgetting you created a few files on your project. Then a few days down the line your buddy gets your build out of subversion and complains that some files appear to be missing. You realize, ah crap, I forgot to add those files! How can I get a list of the files that are not under version control from subversion so I'm sure I've added everything to the repository?;neutral
sD461;this is an excellent link thanks a ton! havent gone through it in detail. just glanced. but it looks really promising. Will read it in detail shortly;positive
tB472;Add this to the main solution to make sure the the binding is updated to zero when the textbox is cleared.;neutral
pA51;this is for facial recognition, and auto submitting username and passwords in your browser, if you are in front of your PC. nothing malicious bout that ?!?;negative
sB456;PermGen memory can be garbage collected by full collections, so increasing it may increase the amount of GC time when a full collection takes place. These collections shouldn't take place too often though, and would typically still take less than a second to full GC 1GB of permgen memory - I'm just pulling this number from (my somewhat hazy) memory, so if you are really worried about GC times to some timing tests yourself (use and read the logs, more details );neutral
sB202;"Just had this happen to me.. very annoying! I am using ""Pandora Recovery"" to try and restore the files, because I have no other backup.";negative
sD428;Distinct is in Linq, not System.Collections.Generic as reported by the MSDN page.;neutral
tC92;The fact that this is even remotely possible in JavaScript scares me.;negative
sA51;sounds like desirable behaviour to me! How do you make it do that again?!?;positive
tB317;Works pretty good for me, you perfectionists! (just teasing);positive
tB114;"here is the magic DataFormatString=""{0:c0} this will remove the decimal places";neutral
sB324;Clients deliver us files that big that we have to parse through.;neutral
sC16;I am having trouble with adding text to the RichTextBox with tabs in it. I have code similar to this: And when I do this I can see tabs in paragraphs that start with '\t' but if I actually delete the tab then press the Tab key, the indentation is wrong. In fact it's about half the size exactly. Also if I tab in the middle of a line the tabbing is different. Also when I pull the Text out of the TextRange lines that start with tabs appear to not generate '\t's generated by pressing the Tab key. This is incredibly frustrating. Does anyone have advice or ideas how to work with this?;negative
sB449;clock() is not accurate enough.;negative
sA462;I want to parse XML formatted string. How to use XML parser on MonoTouch?;neutral
sB555;although I feel incredibly stupid/angry or both;negative
tC101;Indeed, but OP asked for a character not a substring. Of course if you interpret character broadly to include multibyte characters, `strstr` is the right function to use.;neutral
tB196;If you're debugging at the instruction level rather than the source level, it's an awful lot for you easier to map unoptimized instructions back to the source. Also, compilers are occasionally buggy in their optimizers. In the Windows division at Microsoft, all release binaries are built with debugging symbols and full optimizations. The symbols are stored in separate PDB files and do not affect the performance of the code. They don't ship with the product, but most of them are available at the .;negative
tA260;I have a .net assembly that has a COM+ ServicedCopmonent in it and at the moment I install it into the GAC to get everything working. This means that I need to have every assembly that it references in the GAC as well. During development it is quite painful to make changes to thes assemblies, re-install them to the GAC and then test. Is it possible to maintain the COM+ component but not have everything in the GAC?;negative
sC388;I am looking to create my own gestures for my iPad app. I know this can be done but don't know where to start. I read that there is some sample code that can store your custom gestures so you can re use them. Think it was as ajson I'm looking to draw numbers as custom gestures but any sample code/tutorial where I can get an idea where to start I would be very great full! Thanks ahead.;positive
tC214;This is really simple and works great! I did a javascript test: http://jsfiddle.net/77eej/2/;positive
sC507;@JonSkeet Boy you really hated my edit.;neutral
sD592;Basically you've got to call the method with reflection: Get the generic method template with Call passing in your 4 type parameters Invoke the method passing in the regular arguments It's a pain :(;negative
tB21;Agreed. Excellent question.;positive
pA22;I want them to resize based on the length of the data they're showing.;neutral
sB108;Mark B - excellent - works perfectly ! Thanx again :);positive
tA195;"If you are getting thrown off by the fact that the user/group is listed as having ""Limited Access"" on the ACLs on, say, the parent site/web. That's just a placeholder SharePoint uses to make sure people have access to at least the bare minimum set of objects (e.g. theme and other UI files and the parent web itself) to get to the list or item you actually want them to have access to. As long as the group only has access on a single list, you should have to worry about them having access to anything else.";neutral
tA90;See here: I tried retrotranslator from 1.6 to 1.4.2 and it works pretty well!;positive
tD330;Do you happen to know why LINQ doubly nests the actual `SELECT` statement? Is (was?) that a subtle performance tweak for some SQL Server version? I feel that the 2nd level could be merged with the 1st level.;neutral
sC15;Something like this? Bonus. With the switch to you have readline editing capabilities, and tab completion on files. Wooow!;positive
sC81;yes, I have just installed binutils and it's looking very awesome!!! I'm going to check it out! bb with more info;positive
sD175;I had similar issue. This article explains why and how to solve it:;neutral
sD571;It would be sad:(;negative
sB367;you used days= instead of day=;neutral
tA220;I'm in the process of implementing a binary tree in C++. Traditionally, I'd have a pointer to left and a pointer to right, but manual memory management typically ends in tears. Which leads me to my question... Are data structures an appropriate place to use shared_ptr?;neutral
pB61;"Is there a shorthand for a new line character in Scala? In Java (on Windows) I usually just use ""\n"", but that doesn't seem to work in Scala - specifically outputs in Eclipse, (sic) from the command line, and from the REPL (GREAT SUCCESS!) works, but is there anything shorter?";positive
pC3;jQuery abuse! Use CSS: HTML: FiddleThis should be much faster then jQuery (as with everything CSS).;neutral
sB5;Loved Dan's solution! For python3 do:;positive
tC272;"@JonHanna Why, then, did he invoke ""Hoare's dictum""? Knuth's paper was more about clarity than about optimization. The quote never actually appears in the paper; rather, he wrote ""In our previous discussion we concluded that premature emphasis on efficiency is a big mistake which may well be the source of most programming complexity and grief"".";neutral
tC9;For the record, .Net Framework 3.5 SP1 is required for Microsoft SQL Server 2008 to install and RTM'd around the same time as the release this week. Still a hefty install but you can extract the client profile from it. Just not to sure how.;neutral
pC48;"I'm building a little script that changes content and css live on the page based upon the values of various input fields. I'm able to change the content ""live"" absolutely fine as you'll see here: I'm not able to get this working with the css method using the same principles though: Thanks!";positive
tB19;When specified as above, Spring distinguishes constructor arguments by order of appearance. The notation would only switch between setting the attributes by constructor to setting them by accessor. I'm afraid, this will not change anything.;negative
sA579;I have a xml similar to this one: The thing is, Im able to get all the info tags, but I get the results from all dates. I dont know what the dates will be, since the are dynamic generated. What I know is that I may have a data tag with one or two date tags I wish I could show the first dateÂ´s info on a list box and the second dateÂ´s info on another listbox. How can I do that? Desirable Output: If thereÂ´s a second date then print it too: Thx!;neutral
sC416;Use the property available on any ...;neutral
sD13;Note you can also export to TXT (as you said you need to in your answer further down, jazzrai).;neutral
sD412;Ah - excellent - thanks!;positive
sA183;This is should be the selected answer;neutral
tD135;I'm all for option 2. I'd say it's a formatting issue, which is, in my opinion, for the view to worry about.;neutral
tD86;why do people hate anonymous block initializers;neutral
tC452;"""I understand that server-side validation is an absolute must to prevent malicious users (or simply users who choose to disable javascript) from bypassing client-side validation""";neutral
sC398;this doesn't work.;neutral
sA420;Your variables are pointing at the same object. I'd be worried if they weren't equal!;neutral
sB256;"The ""main view"" is set in the application's Info.plist with the key";neutral
tC178;Would it be possible for you to post the code here? That would be awesome!;positive
tD300;Not really, no. I basically just took JaredPar's word for it that the threadID would be reasonably stable, used this during testing, and then changed the interface to react to OnMouseMove events instead for the final deployment. I didn't do that originally because it means passing events up through a whole chain of Controls and is generally just a pain in the ass. It is, however, more reliable than the above method, which only failed once or twice during the whole of testing, but did fail.;neutral
sA578;Using the window object, only gives you access to globals, not to local variables.;neutral
tA346;-1 This isn't language agnostic.;negative
tA199;"To add something to this (cause I found it while searching on this problem, and my solution involved slightly more)... If you don't have a ""Browse with..."" option for .aspx files (as I didn't in a MVC application), the easiest solution is to add a dummy HTML file, and right-click it to set the option as described in the answer. You can remove the file afterward. The option is actually set in: C:\Documents and Settings[user]\Local Settings\Application Data\Microsoft\VisualStudio[version]\browser.xml However, if you modify the file directly while VS is running, VS will overwrite it with your previous option on next run. Also, if you edit the default in VS you won't have to worry about getting the schema right, so the work-around dummy file is probably the easiest way.";neutral
sD354;"I have imported video FLV Player(with no skin) in layer(flv1) The flv Player instance name is ""myflvplayer1"" Actions: Frame 1 Till frame 142 there's animation playing, after that: (so here video start to play in full screen) Now when this video finishes I want it to Jump to frame label ""main"" Where I have put many navigation buttons (My main menu page) So any help will be very great.! This is DVD based presentation, so everything is being loaded Local.";positive
sA35;How to get button Clicked for single time or Long press on it clicked event?;neutral
sC43;I HATE SKYPE!!!;negative
tB482;"old question, but if anyone finds this through google (as I did) and who does not want to use anchors or jquery; there's a builtin javascriptfunction to 'jump' to an element; and what's even better; according to the great compatibility-tables on quirksmode, this is !";positive
tD489;This library is fantastic, made my app much faster, thanks !;positive
sB497;How come this is considered programming related?;negative
sC582;"Perhaps of interest, Joel's ""The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!)"" http://www.joelonsoftware.com/articles/Unicode.html";neutral
sA552;I think that's absolutely terrible practice. First of all you do not need to make the trip to the server to hide and show controls, unless you need new data. Second, any decent javascript framework will allow you to hide show controls based on the control's id, class name, or whatever css selector. Moreover using a javascript post/get to a generic handler will give you the data that you need without the postback. I'd suggest using JQuery, or some other alternative.;neutral
sC299;@Kolink Oh, I hate Facebook for many more reasons!;negative
sC33;Excellent diagnosis!;positive
sA444;I have never use this but looks really great and pretty easy to use !;positive
sD459;There is this about hardware to improve compile time. Also this really excellent from Scott Guthrie on looking at hard drive speed for performance.;positive
sA401;Can you show us your html and css? Fyi... styling select boxes is terribly difficult!;negative
tB463;In Flex 3, buttons call their click handler when they are clicked on by the mouse, or when they have the focus and the user depresses the space bar. Is there a straightforward way to cause Flex 3 buttons with focus to call their click handler when the user presses the enter key?;neutral
sC31;I have this strange problem on my web page where if you click below the left side-panel, all the links get highlighted. It happens in firefox, not IE. I don't know why its only the side-panel that it happens to. Its not really a big deal but its extremely annoying to me, is there any way to stop it? If you want to check it out, the site is;negative
pA42;So to do this I would keep a list of axes and when I delete the contents of one I would swap it out with a full one. I think the example below solved the problem (or at least gives an idea of how to solve it): The extremely ugly for loop construct is really just a placeholder to give an example of how the axes can be swapped.;neutral
sC306;been trying to save my data from my while loop to script variables but no success. Did an example if how I want to save my php data to script variables. This doesn't work for me. Anyone have any idea? Don't want to save all data manually. Very greatful for answers! Ask if you don't understand :);positive
sC111;For , searching the web seems to show for no sound, for full sound.;neutral
sD177;@RP A lot has happened in nearly 6 years: http://docs.webplatform.org/wiki/Main_Page;neutral
sC244;Getting the ssrs add-in to install properly was a complete pain. I think it had to do with the fact that we did development on the server prior to installing the ssrs add-in. I ended up un-joining the farm, re-joining it, then installing the component. That got it to work. Then I just had to re-deploy solutions, re-activate features and re-configure my web.config.;negative
tC409;Is there documentation or an article on the rules for passing strings into PowerShell functions? I just trying to do some string concatenation/formatting, but it's putting all the parameters into the first placeholder. Code Output;neutral
sC1;https://github.com/masterexploder/PHPThumb/wiki/Basic-Usage an excellent tool for showing and/or saving images!;positive
sD250;Does anybody have a simple code to display a list (list view?) of all the apps installed on a phone, and have the user open one when clicked? Or even an App drawer. I just need a way to have the user open all of their apps. I have tried searching for tutorials, but couldn't find any, and I downloaded the example home from Android, but I absolutely hate looking through code and digging out what I Want.;negative
tA401;Don't forget about ! JSON seems to have better support though. For example, the library has excellent built-in JSON functions.;positive
tB336;If you package this code in a class library like I did, you'll have to change the access modifier from `internal` to `public`. Excellent code, saved me a lot of time.;positive
tA178;I can't seem to find the answer to this anywhere... I have a function that needs to set the bg color of two tables. Only the first table in the function is being affected. Is only one for loop allowed in a function? ...or is the 1st for loop maybe never exiting? I can pretty much work around this by creating multiple functions but I really want to understand why this behaves the way it does! Thanks! Here is my simplified code:;neutral
tB213;Why is it a pain for the time to be accurate? The OS keeps it synchronized for you automatically using NTP on any operating system made in the last 10 years...;negative
sD211;Excellent, thanks! This was very useful to me.;positive
tB105;I do know the iPhone prefers PNG. But also PNG-24 with alphatransparency? I hope it does!;positive
