id;rating;benefits;side_effects
2511;10;"reduced onset of nausea and vomiting headache usually subsiding within 3 hours; ability to continue to work or do other things so I dont have to sit in bed in misery . reduced onset of nausea and vomiting headache usually subsiding within 3 hours; ability to continue to work or do other things so I dont have to sit in bed in misery";rarely upset stomach
1444;4;I started taking Tirosint 125mcg 6 weeks ago due to a gluten and caseine allergy. I previously was taking synthroid however, the company couldnt verify the inactive ingredients. So to avoid gluten, caseine, and some really nasty anxiety symptms I switched to the Tirosint. The anxiety symptoms subsided from 1 attack per day to none. This was great!, but then new symptoms started after three weeks.;"I felt dperessed, tired and very sore. My finger joints hurt so bad and to the touch. My back, and legs ached. Then my lower legs, ankles and feet started to swell. it is so bad that I cannot walk upon waking in the morning. If Im on my feet for more than an hour I have to elevate my legs due to the pain and swelling. I also gained alot of weight 8lbs. I'm a healthy 37 year old woman, I am active with two small boys, and eat an extremley healthy diet due to my Celiacs and Caseine allergies. I recently had my blood levels checked and to my surprise I was taking way too much Tirosint. My Endo said that the swelling and pain wasnt from the Tirosint and that I should see my Primary doctor...REALLY?? I was shocked due to my ""hypo"" symptoms. Im thinking of returning to Synthroid and switching doctors..."
3930;10;Prior to treatment, patient had severe reflux. She couldn't lie flat to sleep because of the reflux of acid into the esophagus. She often had such pain from the reflux that she only slept 3-4 hours a night.;Within 2 days the reflux symptoms were controlled. She only had problems if she ate an excessive amount late in the evening and needed to sleep on a wedge to prevent sudden reflux while asleep. She has noticed that if she does not take the Nexium, the symptoms reappear within 2-3 days.
609;5;It reduced the severity of acne eruptions.;"Upset stomach; yeast infections"
3107;7;With proper administration I never feel too many side effects associated with hormonal imbalances. I also use it as my primary source of birth control have never become pregnant. Even during months that I failed to take it at the same time every day, I did not become pregnant. The pill is super tiny and easy to swallow.;You have to be careful to take the appropriate dose (one pill per day at the same time). You MUST keep it on you at all times so that you are able to do so. Missing a dose would often induce my period which would linger for weeks. I also noticed a dramatic difference in the quality of my hair. Over the last few years of taking the medication I have lost over 75 percent of the super thick head of hair I once had.
1361;1;The Lupron suppressed the growth of the Endometriosis on my urethas.;I experienced memory loss.
2357;8;Reversal of hair loss. To stop hair loss before it becomes noticable. I still have most of my hair and am using this drug as a preventative measure.;Slight loss of libido. Ejaculations are not as strong since starting drug. Less semen production. Sometimes slight pain during ejaculations.
1915;10;Felt better fairly quickly;none
3358;7;Lipitor is the only statin proven to provide a combination of impressive average LDL lowering of 39 percent to 60 percent, significant and proven cardiovascular event reductions, and a well-established safety profile across a broad range of patients. It is the most prescribed cholesterol-lowering therapy in the world, with nearly 144 million patient-years of experience. Lipitor is supported by an extensive clinical trial program involving more than 400 ongoing and completed trials with more than 80,000 patients.;On 10 mg. didnt seem to have any side effects and my cholestrol went from 256 to 190 in 30 days-I was amazed but then after another month my cholestrol went back up to 235 and my doctor decided to bump up my dose to 20 mg.
1910;1;None. Ended up in the hospital. Could have died within 15 minutes. This drug is dangerous. Couldn't talk, passed out and was rushed to hospital. NEVER HAD SUCH AN EXPERIENCE WITH A DRUG. It took several IV'S before I started to feel a little better. This medicine has long lasting effects on your body. Had problems thinking, had feelings of fear and walked like I was drunk. No I don't drink. I would never reccommend this medicine to anyone.;If my husband hadn't acted quickly I would have been dead in 15 minutes.
3315;5;THIS IS A WIDELY USED COMMON ANTIBIOTIC OINTMENT FOR SUPERFICIAL LACERATIONS;A FULMINATING ALLERGIC REACTION
94;9;It has helped greatly with my depression. I had taken Wellburin for years and it stopped working. Pristiq has helped get my life back.;I had terrible side effects for 2-3 weeks. I couldn't think straight and could not sleep. My doctor suggested taking the pill every other day until I felt like I could handle the dosing. I am glad I stuck with it.
3604;10;"My skin stopped breaking out as often and became much softer and smoother. The color really improved as well - much less blotchy and more ""dewy.""";Very dry skin. A lot of peeling.
774;1;the medication did not benefit my shoulder pain at all. The orthopedic doctor felt it would eventually kick in, but for me, it never did and didn't do anything to help. It had adverse affects. He was a very caring doctor who was trying to lessen the severe pain I experienced.;the treatment caused my blood pressure to increase quickly - within a week or so - to very high blood pressure. I found that I was very nervous and felt horrid, dizzy. I went to a GP who took me off of it.
640;3;Well, I didnt have any babies, so I guess Seasonique did its job. My pimples cleard up.;Horrible HORRIBLE nausea for the first month or so. And I would vomit almost everyday, whether I ate something or not, it didnt matter, it was coming up. Sometimes eatting something would help, and sometimes I actually didnt throw up. But if I didnt eat anything, then it was guarenteed I would be paying a visit to my good friend: the toilet. I would usually take my pill at 8 in the morning, and the nausea would finally end around 3pm. This happned EVERYDAY. But around month 2 is where it would be ok, till month three, where I would have light spotting, then it would get heavier and heavier till it was as if I was having a full blown period.
1312;1;There were no benefits. Over-active bladder continued as is.;No side effects.
2347;8;I found that the Propecia did seem to counteract my hair loss. However, it did not do much for the hair I had already lost. I've been taking it for three years now and I have not seen any more receding, and my hair seems thicker than it used to be.;They say that a major side effect could be impotence and a loss of sexual desire, but I did not experience either of those. Other than that, I can not really think of any other side effects I have experienced with Propecia over the last three years.
3678;3;Instead of curing my depression, this drug made me feel completely flat.;"Besides the extreme flatness, there were not many at time of treatment; however, I had severe cramps and diarrhea getting off of it"
2549;3;My daughter and I both suffer from Wilson Disease, we had taken Galzin for more than five years. But my daughter had especially bad stomach nausea and vomitting. We had made the switch over to Gluzin for a year now, and she no longer has any upset stomach.;Galzin has bad GI effects, upset stomach, vomitting, and LONG wait before and after meals.
2505;7;helps with ibs-c;"slightly ""drugged"" feeling, went away after a few days"
1215;9;Patient expressed decrease in compulsory acts and a general improvement in mental stability. Also to note, patient showed a general improvement in social and educational functions as expressed in an academic report.;Increased insomnia with a decrease in appetite, as common with this medication.
1405;9;decrease in appetite and increase in energy;dry mouth, decreased sleep
1589;8;I used it for sleep aid as ambien or lunesta never worked for me. I took a half a pill before bed and put me right to sleep. Never had any crazy dreams or sleep-walking episodes. Worked great as a sleep aid.;Sometimes felt a little tired in morning, sometimes groggy. But nothing a latte can't fix.
1205;8;Taking Prozac has helped me to live a normal life. I was having a serious bout of depression when I first started taking Prozac, and the drug lifted the symptoms of extreme hopelessness and racing negative thoughts. I've tried to go off the medication but whenever I do, negative thoughts and the resulting emotions return. When I resume taking Prozac, the symptoms subside. The medicine allows me to challenge thoughts rather than react to them.;I have problems sleeping--not falling asleep but staying asleep. I sometimes feel nervous (that is, nervous energy, not anxiety). I'd also say that Prozac can make me feel numb, but it's better than being severely depressed. Overall, the side effects aren't bad enough for me to stop treatment or look for another medication.
275;10;it cleared away my face from poison ivy basically over night.;there were no side effects.
2870;10;Results were almost immediate. My mild cystic acne went away just after taking the pills for a week. Two months later, it's still gone.;I felt a little light-headed for the first 2-3 days. Otherwise, none.
1158;5;The baby did not contract PCP pneumonia. However, he was most likely never exposed to it either. Its effectiveness then is unknown.;Baby had a facial rash during the use of this drug. Other possible side effects are yet unknown as he has only recently discontinued use. Rash has yet to clear up after one week off the drug. The rash may not be an actual side effect of the drug, though it has been shown in studies to be.
1213;10;better able to handle everyday situations without spikes in temper I usually woke up between 3-5 times a night. With the Prozac my sleep was less interrupted. I also had less stretches of times when I felt depressed and just wanted to sleep to get thru another day. All in all the Prozac helped me to rationally look at my life and make decisions. My outlook brightened.;none
2092;7;"During the first two weeks no notable benefits, but after that there was a distinct difference; the brain fog seemed to have disappeared, general mental state and motivation improved. However, there was no significant change as to the ability to concentrate which continued to be as poor as before. On doctor's advice the dosage was increased to 20mg per day but due to side-effects on that dose had to return to the previous dose (10mg daily)";On the larger dosage of 20mg per day: dizziness, rapid heart rate, general feeling of nausea
1110;8;Significant remission from a major depressive disorder that had been present throughout childhood and into my adult life. One day I just could not get out of bed - the depression was so bad that my father took me to the doctor who handed me a sample pack provided to him by a drug rep. The Effexor was a life saving medication.;I did experience some taking ignificant side effects as a result of taking effexor. THese included major sexual disfunction, chrinic tireness, apathy and a numb state of being. I felt that the medication made me feel like I was just zombing through work and social life. I did not have a sex drive and found that I did not have any motivation to pursue sexual encounters.
307;10;White spots which appeared and were growing in size (and assumed to be infammatory) are gone;None.
2834;2;some reduction in lung inflammation;Severe mood swings, depression, frequent lung infections
2071;8;Apparantly this drug helps to use the sugars be of use to the body, so my sugar levels went down.;I had gastrointestinal upset, including diarrhea, cramps, and nausea. Since I took a combination of drugs when beginning treatment, I am not sure which one caused a weight gain. It is extremely difficult for me to shift a pound although I am absolutely stringent about my diet.
876;2;to treat depression commonly caused by stroke. They say stroke and being a woman, 99% chance of depression, like a roller coaster early on..;Made me feel like a zombie, slowed me in my emotional resilancy recovery and I also gained 10 lbs pretty fast..
3132;6;Relief from hip and shoulder pain, tingling painful feet in the mornings when I would first walk around. I also received relief from lower back pain and as such allowed for better sleep to occur. There is also comfort in knowing that as my illness progresses and as I age that relief is out there for me when and if I choose to use it again.;Soemtimes the skin where the patch was placed became sore, itchy, red and inflamed. However, the most problematic side effect was during the transition phase between each 30 day prescription. For example, if the pharmacy did not have the product, I would have to go without a patch for a day or two I would experience withdrawal symptoms, jitteriness, crawling skin, sleeplessness with dizziness. The whole ordeal of getting in to see the doctor every 28 days, getting the prescription,, well, it all was getting so stessful I just went cold turkey and quit using them. Which, by the way, was pretty foolish because I had a difficult three days by myself to say the least.
86;10;Am having very crisp vision ability, increased moments of clarity, thought seems much better, heart and leg irritation (nerves) calmed back to normal, (what I remember normal as). Still have moments where hyperthyroidism hits, but this is early in treatment, however, this drug took me from a very poor life, oversleeping, shaky, blurred vision, trembling hands, heart jumping out of chest life, and has made me feel very very normal.;The side effects are not seen if any because if the exist they are better than this incredible terrifying experience of hyperthyroid episodes that were haunting, and devistated my life in many areas. Am drinking fluids, one of my side effects of the hyperthyroid was not being able to eat or hold down food, but very hungry all the time. I am on liquids and increase to solids slowly now.
2842;2;The benefits of the treatment was that the hives that had been present for a minimum of three years were beginning to clear up. The chronic itchiness that was associated with the hives also began to lessen. The greatest benefit of taking Singular was that the overall hyper-sensitivity of my skin was finally beginning to lessen.;The side effects of the treatment was extreme tiredness. This antihistamine caused me to fall asleep at odd times throughout the day. I am generally a high energy person but Singular caused me to fall asleep almost as soon as I sat down or stopped moving.
3125;1;Their were no benefits, after discharge, 2days later I ended up in an emergency room. I was allergic to the cipro which was causing the nausea and had a very bad adverse reaction to the Reglan. The emergency room doctor stopped them both & placed me on other drugs.;I was extremely hyper, couldn't sit still, felt like I wanted to crawl out of my skin.
2769;7;I've been taking Duac for 2 weeks, and I've found it considerably effective in reducing and preventing pimples, whiteheads, and blackheads. It is cosmetically appropriate and easy to put make-up over.;I've had mild dryness/redness was was easily counteracted with a good moisturizer.
3147;8;Relieve pain and fever,muscle pain and also no sneezing. Temerature was for 105 C for one week and found normal after taking medicine in one week for one tablets three times a day. it is wonderful medicine to get the normal position for headache,flu,cold and fever;stomach uncomfort, urticaria
3130;2;The Fentanyl patch helped some with pain, however, the patient was still in considerable pain.;On the 4th day on the medication the patient who had been very responsive and alert was groggy, not alert and fell several times in attempts to go to the bathroom, something he had no problem with proir to the medication. In attempting to assist the patient, it was evident that his heart was beating rapidly and he was in a cold sweat. He died on the 5th day on the medication.
2846;1;none;Severe neuropsychiatric side effects, including suicide ideation, nightmares, hallucinations, horrible headaches, anger/hostility, reckless/abnormal behavior, dilated pupils, fatigue, pain in joints.
1445;7;Less pain, better mood;Constipation
2624;8;The main benefits were absolutely no pregnancy and no menstrual cycles.;The main side effects, which I noticed more predominately in the later stage of treatment was the contast hunger and weight gain as the result, moderate acne, and depression (I am still being treated for depression so this may not be due to depo, but it is actually one of the side effects).
209;8;Elidel reduced my dry skin by about 80-85%. It increased exfoliation, which is very slowed down in hypothyroid-related dry skin, got rid of many of the blocked pores due to poor exfoliation, and stopped the vast majority of the flaking, burning, and redness I had suffered from before I used it.;"The first week I used Elidel I got some flu-like symptoms, as warned on the package insert. It stands to reason that Elidel would make one very sun-sensitive, as it shuts down the skin's immune system; I didn't have a problem with this, as I always wore sunscreen, but it made me nervous. As I understand it, Elidel isn't formulated to help the skin help itself; instead it just shuts off the skin's erroneous response. For some skin conditions, this is sufficient, but it wasn't for me."
3237;10;Nuvaring is so easy for my because I never have to worry if I forgot to take my pill. I am very forgetful and this has been a great choice for birth control.;I haven't had any at all.
2803;5;mood improved slightly, mental energy increased slightly, but felt different than from a stimulant such as caffeine.;dry mouth was mild. Aggression was significant. I became very quick tempered, which in uncharacteristic for my personality type. Libido was not improved.
1977;8;I experienced a Reduction in my chronic pain by about fifty per cent once i was takiing the maximum dose of 300mg twice per day.I have this chronic pain for the past 19 years and have tried everything. This is the first time that anything has made any difference.;When I first started on the maximum dose of 300 mg twice a day I did experience dizziness,mild muscle twitching, short term memory problems and constipation. The dizziness and muscle twitching did ease off after about 6 weeks but I still have constipation and seem to have difficulty remembering certain things.
2656;8;I had side effects from taking Celebrex so doctor changed to this one. Marked difference in pain (relief) and ability to have better use of hands.;none
1999;8;The treatment made the pain of the accident bareable. The paid seised for six hours before another dosage was needed.;The treatment was effective for reducing paid however I felt extremely depressed while taking the dosage. I had emotional swings and did not want to leave the house which is not common for me. Once I was no longer taking the drug I was back to normal.
2184;3;Very slight reduction in muscle spasms around eyes. Ended up also getting light Botox injections in eyelid muscles. This combo therapy has not resulted in a total cessation of eyelid spasms, but has reduced them enough so that I can drive again (the main disability caused by the blepharospasm). Taking the clonazepam at night also helps me get a better night's rest than before I took it.;The first few days I took it I was dizzy and very sleepy. However, those side effects have now subsided.
2798;8;Less aggrivation,less anxiety,less worrying,less overall depression.;Irritability at times and difficulty sleeping,heart palpitations and some sexual dysfunction.
935;10;bleeding stopped in 48hrs, severe urgency and frequency stopped in 24hrs.Urine was clear grossly not red as it was on the fist day. I didn't have to run to void after the first day. I could wait the normal time after the begining of the urge. The frequency reduced to the usual of a few times in 24 hours depending on how much I drank.;none noticed
3663;9;Unlike other anti-depressents which appeared to completely depress all emotional feeling and expression and lower energy levels, this drug appeared to free the patient from the high level of anxiety while allowing 'normal' emotional functioning. It appeared to stabalise the situation without comprimising the patients ability to perform normal work functions.;There was some drowsiness after taking the capsule, and therefore it was taken at night.
2159;6;I suffer from itching from different causes - clothes, shower gel, even just hot water. In about forty mins from taking the drug, the itching stops. The skin redness subsides within 2 or 3 hours, however not entirely. The effects last for nearly full day.;none
2438;10;Wellbutrin offers a stable, constant release of medication that by inhibiting the reuptake of dopamine, serotonin, and norepinephrine results in more dopamine, serotonin, and norepinephrine to transmit messages to other nerves. Two brain chemicals in particular dopamine and norepinephrine are believed to play an important role in the ability to focus and pay attention to tasks.;Sometimes, I find I'm a little more tired when I miss a day.
130;7;The product was used to clear up a primary outbreak of herpes. It was said to speed up the process of healing. I took the product for the prescribed amount of time and can say that it did shorten the timeframe in half.;The first coupel of day, there was nausausness and some tiredness.
1734;9;Topamax decrease my appetite significantly. I lost an average of 15 pounds per month while taking the 50 mg/day. I had no side effects during the course of the treatment, the only real drawback was the need to taper off the drug slowly rather than just being able to stop taking it.;I experienced no side effects.
2083;8;Improved facial acne, lowered blood glucose a little;Mild gastrointestinal issues that subsided after the first few weeks.
3472;6;Helped to fall asleep.;No noticeable side effects, however, time release formula does not seem to work. Drug works for 4 or 5 hours then I wake up as usual in the middle of the night.
958;6;Releived moderate depression initially, and helped with anger and irritability control.;Sleeping too much, night sweats, vivid dreams, felt emotionally numb, cravings for carbohydrates and overeating, and had decreased libido.
557;9;The treatment benefits are: it controlled my acne and prevented any breakouts. The treatment also subsiede the present acne at the time of intake. My skin has cleared and there are no more pustules on my face.;There were no side effects. The important thing is to take it immediaely after dinner. You have to have a full stomach because taking it without any solid food in the stomach couls give you an upset stomach.
2431;10;Stabilized and regulated the levels of thyroxin in my body.;None.
1941;1;I suffer from an anxiety disorder and have tried several medications. So far Clonazepam has helped me the best.;I would have anxiety attacts more often on Vistaril then any other medications. I have had no side effects from Clonazepam.
1547;6;95% cleared chronic severe psoriasis from scalp to feet. Extremely easy to administer.;nausea, fatigue, elevated white blood cells, low side of normal liver lab results.
2444;9;It helped with depression and suicidal thoughts. I was able to sleep better and deal with anxiety and stress better.;dry mouth was the worst side effect but since I should drink more water anyway it was a mixed blessing.
201;10;I failed out of school three times before I started to take Adderall. University once and a local college twice, in two different programs. Went back and my grades went from D's and F's to B's. I was able to concentrate and retain information. I don't have the fatigue, I had and I want to get the day going, instead of laying in bed for as long as I could. Literally changed my life.;Insomnia, dry mouth, appetite loss.
2981;7;"The ""head made of air"" feeling I tend to have goes away:I become more attentive, much more aware of my surroundings, feel much more grounded in the ""here/now"", and much better able to focus. My mind stops trying to jump from one subject to another every second; memory retention/recall improves DRAMATICALLY. I also find it FAR easier to fall asleep at night, seem to sleep better, and seem to be far more emotionally stable. I also do not ""crash"" from it later in the day like my former (stimulant) meds. Also does not appear to be physically addictive.";Severe grogginess, often accompanied by lightheadedness, upset stomach/nausea - ALL aggravated by sleep loss or lack of food, become slightly less severe after I'd been on it again for a couple of weeks. Severe grogginess was slightly alleviated by caffeine (espresso) or some rest (nap) or both. Best solution appears to be to take the meds with or after food, and to attempt to get a decent amount of sleep. Also notice a certain level of dependence (NOT actual addiction though) - mostly due to return of symptoms in medication's absence. I may also have dry mouth, but I'm not sure if that's the meds or if I'm not drinking enough water.
2035;10;The heartburn was unrelenting and multiple over the counter acid reducers were tried including taking the generic Over-The-Counter Prilosec twice per day. None of these medications seemed to caused any reduction in heartburn. After starting the Prontonix symptoms disappeared entirely within the first 24 hours. After starting the Protonix I was again able to eat and enjoy any type of food without heartburn, epigastric pain and nausea.;There were no side effects.
368;3;Helped me to eat, not think when I wanted to shut off. Helped me sleep. a bit of false happiness for moments aw-well.;Hear clicking sounds in my eras. Saw tiny lights spots ransomly. I was addicted or I couldnt eat, sleep or even form speech at times.
977;10;"On taking the first capul,within 8 hours the pain was dramatically reduced in entire left side (back, hip,and lower abdomin)First time in two years I could sit down without holding on to something!!!!!I have been told for two years I PROBABLY have arthritis ""WELCOME TO MIDDLE AGE"" were my Doctors exact words !!!It took a stranger at a walk in clinic who had never seen me to get to the bottom of this nightmare.I had gone from working 5 days a week to 1 day a week,thats all I could handle.I will alwaysThank this Doctor for actually caring.";Very little upset stomach
3643;8;It cured my acne and reduced my wrinkles. This was really the best product I ever used. Common over the counter products and benzoyl didn't work, which was very frustrating. However, the effects are only temporary. As soon as I stop using it, after a few days I will get blackheads again.;I really did experience redness and flaking, like most users did. But that was mainly around the soft tissues, such as my mouth. So I decided to use it more on the trouble areas and less on the other parts. Side effects were reduced after combining with Jojoba Oil.
1645;10;I love imitrex, I could not get by as I have severe Migraines to where I can not function. Some time I will take up with one, but try to catch one if I feel it coming on. It usally takes me about 45 minutes to and hour with tablets and 5 to 10 minutes with the injections. It is a wonderful drug. I use the generic tablets, cause they are a little cheaper with my insurance;SOme times I will have aching in my hands and my body like arthritis pain. Feels like arthritis, that is the best way I can describe it, but I would rather have that pain than a migraine.
2448;2;I might as well have not taken it at all. I noticed no difference in trying to achieve an erection than without it. When erection was achieved it went away quickly. The strength of erection was minimal. Not impressed at all.;Massive headache an hour or so after ingesting the pill as well as heavy clogged sinuses. Found it hard to breath. Felt like flu symptoms.
3951;10;Eliminated pressure in my upper abdomen and reduced reflux. I have a hiatal hernia so it also helped with acid reflux.;None, but I am concerned about calcium absorption since I have Osteopenia. I was supplementing with B12.
820;7;"I notice the benefit of being able to be calmer and not so ""on edge"". I am not so short tempered and I am able to handle situations that are mentally or emotionally challenging. I also notice the benefit of not being very emotional. My physician and I decided to wean me down to 20 mg. and when this happened, I noticed an immediate effect. I was very short tempered and ""on edge"". I was also not able to deal with situations that were mentally or emotionally challenging. I also was very tearful. Needless to say, my physician and I knew I needed to go back on the medication again.";A slightly lowered libido, tiredness in the evening. Also notice I am not as tearful when dealing with emotionally challenging issues, which can have it's pros and cons.
1965;5;Perhaps a slight improvement in nerve pain;confusion, short term memory loss. It was like living in a fog.
1324;5;It is difficult to discern if there were any real treatment benefits. Our son was given Prevacid after being diagnosed with eosinophilic esophagitis in an attempt to stop frequent bouts of mid-night stomach pain. It is possible the Prevacid had a mild-moderate impact on his stomach pain but more than likely it was the concurrent dietary modification.;There were no long-term side effects. The first several evenings his stomach pain seemed to increase so the frequency was reduce to twice daily for the first 2 weeks.
3780;1;I was not able to take the drug long enough to know its benefits.;I took my first dose before bed one night. In the morning I woke with a cold sore and a very large ulcer on my tongue. I attributed this to the slight fever I had been running periodically. My tongue became increasingly sore. The second pill, later on that day, caused sever stomach pain, cramping, diarhea, nausea, and hot flashes. The oral pain remained about the same. I took the third, and last, dose that afternoon is the worst experience I have ever had with a drug. Immediately after taking the pill blisters began to appear wherever the pill had touched my skin. This included the entirety of my tongue, mouth, lips, and throat. I called the PA that had prescribed the drug and told her about the reaction. She told me to discontinue the drug immediately and that was a possible side effect of this drug. Had I any idea what it was going to be like, and the intense pain I would endure because of it, thenI would never have taken it.
1916;1;None. made me sick to my stomach.;Took medicine with dinner and glass of milk to coat stomach. Within 40 min. of taking Avelox I knew I would be vomitting. Upset stomach lingered to next morning. Won't take again
256;8;The Tramadol helped minimally at first. I did stop working for the pain. I've continued to take it because it helped dramatically for the fatigue, without any jitters. I honestly could not get out of bed in the morning if it weren't for this drug.;At first, it took my body some time to adjust. It revved up my system.
3695;8;Alleviated all my symptoms with in the first week;Insomnia Lack of libido and orgasm Dry Mouth Contipation Minor agitation
3286;9;Onset of depression as a result of sudden spouse bereavement, ability to continue to care for children, run household, resume paid work, resistance of negative thoughts and behaviours;nil
3184;2;I slept well, except that was not my problem. I was forced to miss work due to a very deep sleep.;I took this ONCE, upon the reccomendation of a doctor. I soon became very dizzy and was forced to go to sleep. When it was time to wake up, I couldn't. Finally I did, but with an annoying headache. Later in the day, I got a chest pain. The side effects of this pill are too great.
1482;9;Significantly reduced anxiety without feeling 'damped down' or 'numbed'. Feel normal, but with reduced anxiety. Compared to short-halflife anti-anxiety medications, no feeling of emotional dependency on a once-daily ongoing regimen.;Generally rarely experience side effects. Taken on an empty stomach, mild transient nausea, but this is quickly addressed with any light snack. Discontinuation syndrome (when I have run out of the medication, or once when discontinued for 2 days due to elective surgery) is quite unpleasant.
1710;10;This gel works really well for my acne. I only had mild acne. More importantly, the gel improved my fine lines and wrinkles. I continue to use this product.;The gel is only slightly drying. I did not experience the side effects that most people report.
2230;10;The treatment benefits included but were not limited to anti histamine blocker, decongestant, etc. I was sneezing, coughing, had laringitis, allergy shiners, and could not sleep.;There were side effects listed such as dizziness, nausea, hypertension etc. I did not expertise any of the ill side effects/
1616;8;fine lines around my eyes disappeared. the effect was gradual. It took about a year for them to completely disappear. Skin tone looks great too. People think I'm in my early thirties.;At first there is some redness and slight burning, but nothing I couldn't handle. Using it every other day was helpful. The redness and irritation go away after several weeks of use. I am very pleased with the results.
1337;10;My treatment was good after I was hospitalized for deppression thay started me on Seroquel and I was getting better I started on it in oct 09;there was no side effects I took it at night
562;10;The benefits are amazing. I felt dizzy and like I was going to faint before I took the drug. These symptoms went away and have stayed away for going on 20 years. I also have seen that it helps with blood pressure and pulse rate.;I have never experienced any adverse side affects.
1888;8;Treatment for three conditions all in one drug.;Stomach upset, sun sensitivity.
373;6;Raise the platform of being less anxious;Reduction in motor skills and memory loss
2973;2;none so far;terrible flushing..itching is now constant...breaking out with white bumps on my hands and change in skin texture on whole body. Left ankle swells. Feels like a lump or obstruction in throat. Chest discomfort. Shortness of breath at times.
2783;9;no seizure activity since i started taking this drug;early on i was having problems sleeping, s i got used to the medication, that has gone away.
2855;1;There were no treatment benefits, only side effects.Albuterol HFA made it so difficult for me to breathe, I had to use the discontunued albuterol (in the light blue dispenser)to recover. I'm very worried I won't survive the change.;Albuterol HFA made it so difficult for me to breathe, I had to use the discontunued albuterol (in the light blue dispenser)to recover. I'm very worried I won't survive the change.
3018;1;i thought the uti cleared up but last night i began to feel symtpoms that it has returned.;Extremem fatigue, dizziness, feeling of emptiness, pain in all tendons which is worsening as the days go by. I have been off of cipro for four days and the pain woke me up in the middle of the night. I have had a terrible headache and my temperature is either very hot or cold. (it is July) I am unable to excercise for fear of rupturing a tendon. My left achilles feels stiff andi am worried it is permanantly damaged. I have never had tendonitis, but i am shocked that i could potentially be forever burdened with it. My elbows, ankles, knees, hips and thighs, shoulders, neck ..all of it in extreme pain. Last night began the horrific nightmares.
3316;4;the treatment benefits was that the skin irritation did go away for awhile. I thought that I had been cured of the skin rash. It cleared my skin up and gave me relief from the rash.;It turns out it did not cure it at all but possibly hurt my face. It also may have made the condition spread to other areas of my face because in time I had other areas of my face where the rash was. The cream was only a temporary relief to a deeper situation. If one is looking for fast relief it will help but it covers up an initial problem that needs to be addressed.
1695;7;By using this treatment a minimum of every other day, I noted that the lines around the eyes (crows feet)were diminished greatly. Also, the skin tone feels tighter and my pores appear smaller. I have, at times, gone off of the cream for a few weeks at a time, particularly during the summmer when the Florida sun is at its most intense.;"Initially, the skin has to get used to the treatment. I experienced redness and moderate flaking in the first 2 weeks (at different intervals). However, the skin eventually becomes tolerant of the product. There is still the periodic sloughing of dead skin cells; but that's okay because you'll have a fresh, healthy glow afterwards."
1174;8;Manageability of depression.;Slight weight gain.
3936;9;NO more food coming up my esophagas No more burning, no more waking up in the middle of the night with heartburn;mild bloating mild diarreha
2036;9;I have/had an extremely easy to irritate stomach, over-sensitive to acid and food consumption. I spent most days feeling unbelievably bloated, even after only a few bites of food, sometimes. Protonix was prescribed to me in combination with Domperidone to reduce bloating, belching, and an acid-burning sensation in the stomach.;"None, really, that I can specifically blame on this drug. I had actually reacted fairly badly to other, similar drugs. The famous ""purple pill"" Nexium had actually given me a brutal headache, sore-throat, and even a racing heart-beat at times. I was somewhat anxious about taking another very similar medication, but Pantoprazole did not bother me at all (I have since read that Pantoprazole is one of the acid-reducers least likely to cause side-effects)."
1211;1;"My depression was significantly alleviated. I would still feel bad somtimes, but it never again felt like true depresion. It was like there was some ""padding"" between me and the bad feelings.";"There were actually no physical side effects, but I found that I said a lot of things I wouldn't normally say, and which I was embarassed about later. Prozac made me feel like everything was fine, so I didn't take things seriously enough, and didn't take care of things which really needed to be taken care of. I feel like I wasn't a good parent during that time, because my attitude was ""eh...who cares?...everything is fine"". I also had a very hard time withdrawing from it. I tried several times but fell into severe depression and had to start taking it again. I thought I'd have to be on it for life. However, once I managed to make it through a full week without it, I felt fine, and have never had to use it again."
2932;9;Rapidly eased the acute effects of the infection enabeling the patient to breath easier. It also appeared to enhance the recovery rate from this prolonged infection.;The patient was extreemly hungry on this medication and some weight gain was observed. In this case, this was a positive side-effect as the patient was very underweight. No other side-effects were noted however the treatment regime was difficlut for an elderly person to understand and needed the support of a family member to ensure that doses were not missed.
976;1;got rid of uti;severe joint pain in arms, hands and shoulders. Ligament damage in arms. Numbness, tingling, weakness in arms. Malaise, fatigue, deep tissue itching, nausea, confusion, chest constriction, Interstitial Cystitis, breathing problems, racing heart with palpitations. After 11 months I stopped this drug found a natural cure for my uti's called d-mannose. It sounds too good to be true but it stopped my uti's cold. Please visit http://www.squidoo.com/d-mannose to read my personal experience. I'm not selling d-mannose or anything else, I just want to help prevent the kind og suffering I endured.
1161;9;my nausea went from debilitating to managable-after a few days i saw even better results- although the initial results weren't as strong-there was some relief almost immediately-within the first 12 hours.....i pretty much stopped throwing up-after throwing up 1-7x everyday for 8 weeks...i still threw up a few times every few weeks-but nothing like before..i was able to drink more water and therefore be more hydrated after i started taking it...i was able to eat much more of a variety of food as well.;headaches initially constipation-but after the first week i figured out things to do to counteract that. dry mouth
2048;3;this is an HRT product that was given in order to alleviate hot flashes and night sweats. The first two days there was no any effect, but after three days the hot flashes started to fade out and then eventually gone. At the same the problem with night sweats also was alleviated.;long-term bleeding
642;6;Fewer periods, a big plus for any woman.;Spotting between periods (started off heavy like a period, but lightened up as time progressed), breast tenderness (do to fluid build-up), breasts became larger in size (once more, do to fluid build-up), and bloating.
